"gene_id"	"trans_id"	"omega_Fice"	"dN_Fice"	"dS_Fice"
"ENSFALG00000013249"	"ENSFALT00000013886"	0.0158	0.0011	0.0709
"ENSFALG00000013247"	"ENSFALT00000013887"	0.099	0.0067	0.0677
"ENSFALG00000013250"	"ENSFALT00000013888"	0.3423	0.0202	0.0591
"ENSFALG00000013245"	"ENSFALT00000013890"	0.1163	0.0069	0.0593
"ENSFALG00000013253"	"ENSFALT00000013891"	0.0372	0.0054	0.1461
"ENSFALG00000013261"	"ENSFALT00000013897"	1e-04	0	0.0833
"ENSFALG00000013262"	"ENSFALT00000013898"	0.2303	0.0084	0.0365
"ENSFALG00000013257"	"ENSFALT00000013899"	0.172	0.0218	0.1266
"ENSFALG00000013263"	"ENSFALT00000013900"	0.0298	0.0032	0.107
"ENSFALG00000013264"	"ENSFALT00000013901"	0.027	0.0021	0.077
"ENSFALG00000013265"	"ENSFALT00000013902"	0.1235	0.0081	0.0656
"ENSFALG00000013252"	"ENSFALT00000013904"	0.0599	0.0068	0.1127
"ENSFALG00000013268"	"ENSFALT00000013905"	0.4789	0.0083	0.0173
"ENSFALG00000013251"	"ENSFALT00000013906"	0.0567	0.0033	0.0589
"ENSFALG00000013266"	"ENSFALT00000013908"	0.0886	0.004	0.0451
"ENSFALG00000013276"	"ENSFALT00000013913"	0.0607	0.0037	0.0615
"ENSFALG00000013272"	"ENSFALT00000013914"	0.137	0.0108	0.079
"ENSFALG00000013281"	"ENSFALT00000013916"	0.1448	0.0072	0.0496
"ENSFALG00000013278"	"ENSFALT00000013917"	0.1016	0.0111	0.1091
"ENSFALG00000013284"	"ENSFALT00000013919"	0.268	0.0187	0.0698
"ENSFALG00000013279"	"ENSFALT00000013920"	17.0527	0.0216	0.0013
"ENSFALG00000013285"	"ENSFALT00000013921"	0.0104	0.001	0.0996
"ENSFALG00000013287"	"ENSFALT00000013922"	1e-04	0	0.4731
"ENSFALG00000013286"	"ENSFALT00000013924"	0.0986	0.0029	0.0292
"ENSFALG00000013291"	"ENSFALT00000013926"	0.1316	0.0041	0.0312
"ENSFALG00000013295"	"ENSFALT00000013928"	0.634	0.0149	0.0235
"ENSFALG00000013215"	"ENSFALT00000013930"	0.0621	0.0069	0.1107
"ENSFALG00000013288"	"ENSFALT00000013931"	0.0635	0.0013	0.0204
"ENSFALG00000013293"	"ENSFALT00000013932"	0.2477	0.04	0.1614
"ENSFALG00000013298"	"ENSFALT00000013933"	1e-04	0	0.1102
"ENSFALG00000013300"	"ENSFALT00000013934"	0.0395	0.0035	0.088
"ENSFALG00000013299"	"ENSFALT00000013935"	0.3069	0.0282	0.0917
"ENSFALG00000013296"	"ENSFALT00000013938"	0.2627	0.0104	0.0397
"ENSFALG00000013294"	"ENSFALT00000013939"	1.0078	0.0245	0.0243
"ENSFALG00000013304"	"ENSFALT00000013941"	0.2308	0.0123	0.0532
"ENSFALG00000013307"	"ENSFALT00000013943"	0.1224	0.0098	0.0804
"ENSFALG00000013309"	"ENSFALT00000013947"	1e-04	0	0.036
"ENSFALG00000013312"	"ENSFALT00000013948"	0.594	0.0188	0.0317
"ENSFALG00000013316"	"ENSFALT00000013951"	0.1243	0.0051	0.0412
"ENSFALG00000013315"	"ENSFALT00000013952"	0.2349	0.0093	0.0398
"ENSFALG00000013320"	"ENSFALT00000013956"	1e-04	0	0.0479
"ENSFALG00000013325"	"ENSFALT00000013959"	0.158	0.0069	0.0437
"ENSFALG00000013322"	"ENSFALT00000013960"	0.6244	0.0381	0.0611
"ENSFALG00000013310"	"ENSFALT00000013961"	0.0448	0.0057	0.1277
"ENSFALG00000013326"	"ENSFALT00000013963"	0.0172	0.003	0.1722
"ENSFALG00000013329"	"ENSFALT00000013964"	0.1449	0.0203	0.1403
"ENSFALG00000013311"	"ENSFALT00000013966"	0.0168	9e-04	0.0516
"ENSFALG00000013330"	"ENSFALT00000013967"	0.1205	0.0072	0.06
"ENSFALG00000013324"	"ENSFALT00000013968"	0.0905	0.0199	0.2195
"ENSFALG00000013331"	"ENSFALT00000013970"	0.2225	0.0282	0.1269
"ENSFALG00000013332"	"ENSFALT00000013971"	0.0288	0.0023	0.0796
"ENSFALG00000013333"	"ENSFALT00000013972"	0.0301	0.0033	0.1102
"ENSFALG00000013334"	"ENSFALT00000013973"	1e-04	0	0.0369
"ENSFALG00000013336"	"ENSFALT00000013974"	0.7093	0.0154	0.0217
"ENSFALG00000013338"	"ENSFALT00000013975"	0.0087	4e-04	0.0491
"ENSFALG00000013340"	"ENSFALT00000013976"	0.0295	0.0042	0.1425
"ENSFALG00000013339"	"ENSFALT00000013977"	0.201	0.0539	0.268
"ENSFALG00000013327"	"ENSFALT00000013979"	0.2754	0.0107	0.0388
"ENSFALG00000013337"	"ENSFALT00000013980"	0.121	0.0053	0.0435
"ENSFALG00000013343"	"ENSFALT00000013981"	0.0715	0.004	0.0558
"ENSFALG00000013335"	"ENSFALT00000013982"	0.0757	0.011	0.1449
"ENSFALG00000013341"	"ENSFALT00000013983"	0.209	0.0357	0.1709
"ENSFALG00000013344"	"ENSFALT00000013987"	0.1877	0.0331	0.1764
"ENSFALG00000013347"	"ENSFALT00000013988"	0.1359	0.0084	0.0616
"ENSFALG00000013353"	"ENSFALT00000013989"	0.1302	0.0137	0.105
"ENSFALG00000013351"	"ENSFALT00000013990"	0.6567	0.0387	0.0589
"ENSFALG00000013349"	"ENSFALT00000013992"	0.0819	0.0041	0.0506
"ENSFALG00000013355"	"ENSFALT00000013993"	1e-04	0	0
"ENSFALG00000013356"	"ENSFALT00000013994"	1e-04	0	0.2317
"ENSFALG00000013358"	"ENSFALT00000013995"	0.0197	0.0012	0.0597
"ENSFALG00000013354"	"ENSFALT00000013997"	1e-04	0	0.0394
"ENSFALG00000013359"	"ENSFALT00000013998"	0.1689	0.0309	0.183
"ENSFALG00000013360"	"ENSFALT00000013999"	1e-04	0	0.0403
"ENSFALG00000013362"	"ENSFALT00000014001"	1e-04	0	0.0167
"ENSFALG00000013364"	"ENSFALT00000014002"	0.2273	0.0064	0.0284
"ENSFALG00000013275"	"ENSFALT00000014005"	0.0269	0.0049	0.183
"ENSFALG00000013367"	"ENSFALT00000014006"	1e-04	0	0.0492
"ENSFALG00000013370"	"ENSFALT00000014007"	0.0689	0.0062	0.0906
"ENSFALG00000013368"	"ENSFALT00000014008"	0.1225	0.0098	0.0802
"ENSFALG00000013369"	"ENSFALT00000014009"	0.0611	0.0189	0.31
"ENSFALG00000013374"	"ENSFALT00000014012"	0.0844	0.0109	0.1288
"ENSFALG00000013375"	"ENSFALT00000014013"	0.1735	0.0078	0.0451
"ENSFALG00000013363"	"ENSFALT00000014015"	0.046	0.0025	0.0548
"ENSFALG00000013377"	"ENSFALT00000014017"	0.0892	0.0079	0.0886
"ENSFALG00000013378"	"ENSFALT00000014018"	0.0059	0.0011	0.1903
"ENSFALG00000013379"	"ENSFALT00000014019"	1e-04	0	0.037
"ENSFALG00000013384"	"ENSFALT00000014021"	0.2468	0.01	0.0403
"ENSFALG00000013382"	"ENSFALT00000014022"	0.1053	0.0144	0.1364
"ENSFALG00000013386"	"ENSFALT00000014023"	0.0249	0.0021	0.0851
"ENSFALG00000013387"	"ENSFALT00000014025"	0.0593	0.0092	0.1553
"ENSFALG00000013388"	"ENSFALT00000014028"	0.3355	0.0159	0.0475
"ENSFALG00000013389"	"ENSFALT00000014030"	0.0233	0.0047	0.203
"ENSFALG00000013390"	"ENSFALT00000014032"	0.0249	0.003	0.1185
"ENSFALG00000013391"	"ENSFALT00000014033"	0.3902	0.0329	0.0844
"ENSFALG00000013392"	"ENSFALT00000014035"	0.1015	0.0203	0.1998
"ENSFALG00000013394"	"ENSFALT00000014036"	0.1973	0.0193	0.0977
"ENSFALG00000013395"	"ENSFALT00000014037"	0.0455	0.0021	0.0466
"ENSFALG00000013396"	"ENSFALT00000014038"	0.7647	0.0364	0.0476
"ENSFALG00000013397"	"ENSFALT00000014039"	0.201	0.0066	0.033
"ENSFALG00000013398"	"ENSFALT00000014040"	1e-04	0	0.0328
"ENSFALG00000013385"	"ENSFALT00000014041"	0.0296	0.0016	0.0529
"ENSFALG00000013400"	"ENSFALT00000014042"	0.0867	0.0032	0.037
"ENSFALG00000013401"	"ENSFALT00000014043"	0.0852	0.0042	0.0491
"ENSFALG00000013402"	"ENSFALT00000014044"	0.1988	0.005	0.0254
"ENSFALG00000013352"	"ENSFALT00000014046"	0.0796	0.0021	0.0262
"ENSFALG00000013406"	"ENSFALT00000014047"	0.0593	0.0024	0.0407
"ENSFALG00000013399"	"ENSFALT00000014048"	0.2499	0.0165	0.0659
"ENSFALG00000013405"	"ENSFALT00000014049"	1e-04	0	0.0303
"ENSFALG00000013408"	"ENSFALT00000014050"	1e-04	0	0.0347
"ENSFALG00000013410"	"ENSFALT00000014051"	0.1302	0.0072	0.055
"ENSFALG00000013407"	"ENSFALT00000014053"	0.0166	7e-04	0.0448
"ENSFALG00000013413"	"ENSFALT00000014054"	0.203	0.0104	0.0514
"ENSFALG00000013411"	"ENSFALT00000014056"	0.3939	0.0196	0.0498
"ENSFALG00000013404"	"ENSFALT00000014057"	0.0249	7e-04	0.0285
"ENSFALG00000013416"	"ENSFALT00000014058"	0.0062	4e-04	0.064
"ENSFALG00000013417"	"ENSFALT00000014059"	0.0294	0.0054	0.1829
"ENSFALG00000013419"	"ENSFALT00000014061"	0.156	0.0031	0.02
"ENSFALG00000013414"	"ENSFALT00000014062"	1e-04	0	0.0676
"ENSFALG00000013420"	"ENSFALT00000014064"	0.1461	0.0078	0.0536
"ENSFALG00000013423"	"ENSFALT00000014066"	0.0433	0.0151	0.3498
"ENSFALG00000013428"	"ENSFALT00000014068"	0.7083	0.0158	0.0224
"ENSFALG00000013270"	"ENSFALT00000014069"	0.0076	5e-04	0.071
"ENSFALG00000013432"	"ENSFALT00000014071"	0.0851	0.0032	0.038
"ENSFALG00000013431"	"ENSFALT00000014072"	0.1523	0.0065	0.0428
"ENSFALG00000013430"	"ENSFALT00000014074"	0.3719	0.0065	0.0174
"ENSFALG00000013426"	"ENSFALT00000014077"	0.1486	0.0154	0.1039
"ENSFALG00000013424"	"ENSFALT00000014079"	1e-04	0	0.0907
"ENSFALG00000013427"	"ENSFALT00000014080"	0.0328	8e-04	0.0229
"ENSFALG00000013436"	"ENSFALT00000014084"	0.2837	0.0064	0.0226
"ENSFALG00000013447"	"ENSFALT00000014089"	0.178	0.008	0.0447
"ENSFALG00000013442"	"ENSFALT00000014092"	0.3071	0.0273	0.089
"ENSFALG00000013450"	"ENSFALT00000014093"	0.2595	0.0207	0.0797
"ENSFALG00000013454"	"ENSFALT00000014096"	2.4501	0.0347	0.0142
"ENSFALG00000013446"	"ENSFALT00000014097"	1e-04	0	0.0948
"ENSFALG00000013449"	"ENSFALT00000014098"	0.0643	0.0025	0.0396
"ENSFALG00000013455"	"ENSFALT00000014099"	0.103	0.0054	0.0521
"ENSFALG00000013456"	"ENSFALT00000014100"	0.238	0.016	0.0671
"ENSFALG00000013445"	"ENSFALT00000014101"	0.0825	0.0115	0.14
"ENSFALG00000013457"	"ENSFALT00000014102"	0.1973	0.0137	0.0695
"ENSFALG00000013458"	"ENSFALT00000014104"	0.8537	0.0369	0.0433
"ENSFALG00000013460"	"ENSFALT00000014105"	0.1296	0.0052	0.0403
"ENSFALG00000013462"	"ENSFALT00000014106"	1e-04	0	0.0556
"ENSFALG00000013463"	"ENSFALT00000014107"	0.2554	0.0214	0.0838
"ENSFALG00000013465"	"ENSFALT00000014108"	0.8912	0.0499	0.056
"ENSFALG00000013468"	"ENSFALT00000014110"	0.0181	0.003	0.1637
"ENSFALG00000013451"	"ENSFALT00000014111"	0.0269	0.001	0.0389
"ENSFALG00000013467"	"ENSFALT00000014115"	0.0966	0.0052	0.0535
"ENSFALG00000013474"	"ENSFALT00000014118"	0.2729	0.0121	0.0443
"ENSFALG00000013475"	"ENSFALT00000014119"	0.4009	0.0171	0.0428
"ENSFALG00000013477"	"ENSFALT00000014121"	0.4442	0.0324	0.073
"ENSFALG00000013461"	"ENSFALT00000014123"	1e-04	0	0.0376
"ENSFALG00000013479"	"ENSFALT00000014124"	1e-04	0	0.0434
"ENSFALG00000013480"	"ENSFALT00000014126"	0.0625	0.0053	0.085
"ENSFALG00000013481"	"ENSFALT00000014127"	0.1071	0.0088	0.0819
"ENSFALG00000013482"	"ENSFALT00000014128"	0.0198	0.0014	0.0692
"ENSFALG00000013484"	"ENSFALT00000014130"	0.2257	0.0151	0.067
"ENSFALG00000013485"	"ENSFALT00000014131"	0.0173	6e-04	0.0359
"ENSFALG00000013487"	"ENSFALT00000014132"	0.0774	0.0123	0.1594
"ENSFALG00000013491"	"ENSFALT00000014134"	0.2477	0.0234	0.0946
"ENSFALG00000013489"	"ENSFALT00000014135"	1e-04	0	0.0456
"ENSFALG00000013486"	"ENSFALT00000014136"	0.697	0.0455	0.0652
"ENSFALG00000013492"	"ENSFALT00000014138"	0.0701	0.0049	0.0705
"ENSFALG00000013493"	"ENSFALT00000014140"	1e-04	0	0.0703
"ENSFALG00000013494"	"ENSFALT00000014141"	0.0441	0.0017	0.0375
"ENSFALG00000013496"	"ENSFALT00000014143"	1e-04	0	0.0594
"ENSFALG00000013497"	"ENSFALT00000014144"	0.0642	0.0023	0.0353
"ENSFALG00000013498"	"ENSFALT00000014145"	1e-04	0	0.0394
"ENSFALG00000013499"	"ENSFALT00000014146"	0.1328	0.0099	0.0748
"ENSFALG00000013500"	"ENSFALT00000014147"	0.0662	0.0083	0.1247
"ENSFALG00000013501"	"ENSFALT00000014148"	0.1704	0.0257	0.1511
"ENSFALG00000013502"	"ENSFALT00000014150"	0.2125	0.0098	0.046
"ENSFALG00000013505"	"ENSFALT00000014151"	0.0409	0.0021	0.0504
"ENSFALG00000013506"	"ENSFALT00000014152"	0.113	0.008	0.0711
"ENSFALG00000013470"	"ENSFALT00000014153"	0.0853	0.015	0.1761
"ENSFALG00000013510"	"ENSFALT00000014154"	1e-04	0	0.0352
"ENSFALG00000013507"	"ENSFALT00000014158"	0.0211	0.0011	0.0532
"ENSFALG00000013508"	"ENSFALT00000014159"	1e-04	0	0.0617
"ENSFALG00000013509"	"ENSFALT00000014160"	0.0364	0.0028	0.0758
"ENSFALG00000013511"	"ENSFALT00000014161"	0.0207	0.0019	0.0939
"ENSFALG00000013514"	"ENSFALT00000014162"	0.061	0.0035	0.0578
"ENSFALG00000013513"	"ENSFALT00000014163"	0.1726	0.0134	0.0774
"ENSFALG00000013516"	"ENSFALT00000014164"	0.2289	0.0149	0.0652
"ENSFALG00000013517"	"ENSFALT00000014167"	0.173	0.0075	0.0432
"ENSFALG00000013520"	"ENSFALT00000014169"	0.0342	0.0011	0.033
"ENSFALG00000013515"	"ENSFALT00000014171"	0.0716	0.0041	0.0571
"ENSFALG00000013525"	"ENSFALT00000014172"	1e-04	0	0.0431
"ENSFALG00000013522"	"ENSFALT00000014174"	0.5351	0.0255	0.0477
"ENSFALG00000013526"	"ENSFALT00000014175"	0.0527	0.0149	0.2834
"ENSFALG00000013527"	"ENSFALT00000014176"	0.1981	0.0024	0.0121
"ENSFALG00000013528"	"ENSFALT00000014177"	0.0698	0.0058	0.0838
"ENSFALG00000013529"	"ENSFALT00000014178"	0.1635	0.0079	0.0483
"ENSFALG00000013530"	"ENSFALT00000014179"	0.167	0.0095	0.057
"ENSFALG00000013531"	"ENSFALT00000014181"	0.2716	0.0088	0.0324
"ENSFALG00000013534"	"ENSFALT00000014184"	0.3553	0.0356	0.1003
"ENSFALG00000013539"	"ENSFALT00000014185"	0.0869	0.0095	0.109
"ENSFALG00000013538"	"ENSFALT00000014186"	0.1439	0.0057	0.0399
"ENSFALG00000013537"	"ENSFALT00000014187"	0.0844	0.0049	0.058
"ENSFALG00000013532"	"ENSFALT00000014188"	0.1734	0.0109	0.063
"ENSFALG00000013536"	"ENSFALT00000014189"	1e-04	0	0.0676
"ENSFALG00000013542"	"ENSFALT00000014192"	0.1014	0.0046	0.0457
"ENSFALG00000013546"	"ENSFALT00000014196"	0.6234	0.0168	0.027
"ENSFALG00000013548"	"ENSFALT00000014197"	0.1039	0.0055	0.0526
"ENSFALG00000013549"	"ENSFALT00000014198"	0.3271	0.0076	0.0233
"ENSFALG00000013550"	"ENSFALT00000014199"	0.7744	0.0479	0.0618
"ENSFALG00000013552"	"ENSFALT00000014201"	0.3967	0.0306	0.0772
"ENSFALG00000013535"	"ENSFALT00000014202"	0.4528	0.0187	0.0413
"ENSFALG00000013544"	"ENSFALT00000014203"	0.0992	0.0054	0.0545
"ENSFALG00000013553"	"ENSFALT00000014204"	4.0162	0.0817	0.0203
"ENSFALG00000013556"	"ENSFALT00000014205"	0.1561	0.0073	0.047
"ENSFALG00000013558"	"ENSFALT00000014208"	0.2755	0.0051	0.0186
"ENSFALG00000013562"	"ENSFALT00000014210"	0.0503	0.0041	0.0811
"ENSFALG00000013560"	"ENSFALT00000014211"	0.0829	0.0044	0.0534
"ENSFALG00000013555"	"ENSFALT00000014212"	0.6049	0.0166	0.0275
"ENSFALG00000013554"	"ENSFALT00000014213"	0.1691	0.02	0.1183
"ENSFALG00000013566"	"ENSFALT00000014214"	0.031	0.0024	0.0777
"ENSFALG00000013565"	"ENSFALT00000014216"	0.2575	0.0169	0.0655
"ENSFALG00000013564"	"ENSFALT00000014219"	0.9225	0.046	0.0499
"ENSFALG00000013569"	"ENSFALT00000014220"	0.5693	0.0352	0.0618
"ENSFALG00000013573"	"ENSFALT00000014223"	0.0855	0.0024	0.0276
"ENSFALG00000013572"	"ENSFALT00000014224"	999	0.0071	0
"ENSFALG00000013576"	"ENSFALT00000014225"	0.1481	0.0053	0.0359
"ENSFALG00000013574"	"ENSFALT00000014227"	0.0322	0.0026	0.0799
"ENSFALG00000013575"	"ENSFALT00000014228"	0.1334	0.0075	0.0561
"ENSFALG00000013567"	"ENSFALT00000014229"	0.1016	0.0066	0.065
"ENSFALG00000013579"	"ENSFALT00000014230"	0.1654	0.0099	0.0599
"ENSFALG00000013578"	"ENSFALT00000014233"	1e-04	0	0.0336
"ENSFALG00000013584"	"ENSFALT00000014235"	0.0131	0.0012	0.0911
"ENSFALG00000013580"	"ENSFALT00000014236"	0.1952	0.0108	0.0555
"ENSFALG00000013586"	"ENSFALT00000014238"	0.2509	0.104	0.4145
"ENSFALG00000013587"	"ENSFALT00000014239"	0.0257	0.0102	0.3966
"ENSFALG00000013590"	"ENSFALT00000014240"	1e-04	0	0
"ENSFALG00000013591"	"ENSFALT00000014242"	0.204	0.0071	0.0348
"ENSFALG00000013588"	"ENSFALT00000014243"	0.0499	0.0056	0.1124
"ENSFALG00000013596"	"ENSFALT00000014245"	0.3934	0.015	0.038
"ENSFALG00000013592"	"ENSFALT00000014248"	0.0482	0.0026	0.0529
"ENSFALG00000013598"	"ENSFALT00000014249"	1e-04	0	0.1904
"ENSFALG00000013599"	"ENSFALT00000014250"	0.0323	0.0015	0.0465
"ENSFALG00000013600"	"ENSFALT00000014252"	0.343	0.0081	0.0236
"ENSFALG00000013606"	"ENSFALT00000014255"	0.0318	0.0069	0.2158
"ENSFALG00000013608"	"ENSFALT00000014259"	0.1566	0.0172	0.1097
"ENSFALG00000013609"	"ENSFALT00000014261"	1e-04	0	0.2015
"ENSFALG00000013610"	"ENSFALT00000014262"	0.0844	0.0057	0.0675
"ENSFALG00000013611"	"ENSFALT00000014264"	1e-04	0	0.0405
"ENSFALG00000013616"	"ENSFALT00000014267"	0.1199	0.0069	0.0573
"ENSFALG00000013612"	"ENSFALT00000014268"	0.1356	0.1715	1.2647
"ENSFALG00000013620"	"ENSFALT00000014270"	0.0744	0.011	0.1482
"ENSFALG00000013621"	"ENSFALT00000014271"	1.2818	0.0413	0.0322
"ENSFALG00000013622"	"ENSFALT00000014272"	0.0298	0.0064	0.2141
"ENSFALG00000013623"	"ENSFALT00000014274"	0.1963	0.0154	0.0782
"ENSFALG00000013624"	"ENSFALT00000014275"	0.6947	0.0151	0.0218
"ENSFALG00000013626"	"ENSFALT00000014278"	0.0775	0.0054	0.07
"ENSFALG00000013627"	"ENSFALT00000014279"	0.4999	0.0223	0.0447
"ENSFALG00000013625"	"ENSFALT00000014280"	0.3737	0.0458	0.1224
"ENSFALG00000013628"	"ENSFALT00000014282"	0.0384	0.0079	0.2047
"ENSFALG00000013631"	"ENSFALT00000014283"	0.1295	0.02	0.1541
"ENSFALG00000013632"	"ENSFALT00000014284"	999	0.0186	0
"ENSFALG00000013630"	"ENSFALT00000014286"	1e-04	0	0.0415
"ENSFALG00000013634"	"ENSFALT00000014289"	0.0509	0.0011	0.0221
"ENSFALG00000013638"	"ENSFALT00000014291"	0.5636	0.0288	0.0511
"ENSFALG00000013640"	"ENSFALT00000014293"	0.1108	0.006	0.0538
"ENSFALG00000013637"	"ENSFALT00000014295"	0.5652	0.0634	0.1121
"ENSFALG00000013646"	"ENSFALT00000014301"	1e-04	0	0.0349
"ENSFALG00000013645"	"ENSFALT00000014302"	0.1067	0.0103	0.0962
"ENSFALG00000013647"	"ENSFALT00000014303"	1e-04	0	0.1218
"ENSFALG00000013649"	"ENSFALT00000014306"	0.0241	0.0027	0.1113
"ENSFALG00000013657"	"ENSFALT00000014312"	0.0528	0.0115	0.2181
"ENSFALG00000013659"	"ENSFALT00000014313"	0.1209	0.0383	0.3172
"ENSFALG00000013660"	"ENSFALT00000014315"	0.5082	0.033	0.0649
"ENSFALG00000013662"	"ENSFALT00000014317"	0.0786	0.0029	0.0369
"ENSFALG00000013661"	"ENSFALT00000014318"	0.1266	0.0057	0.0451
"ENSFALG00000013664"	"ENSFALT00000014320"	0.0159	9e-04	0.0564
"ENSFALG00000013655"	"ENSFALT00000014321"	0.1602	0.0075	0.0468
"ENSFALG00000013663"	"ENSFALT00000014323"	0.4508	0.0132	0.0293
"ENSFALG00000013670"	"ENSFALT00000014326"	0.1801	0.0194	0.1078
"ENSFALG00000013673"	"ENSFALT00000014329"	0.0044	0.0012	0.2695
"ENSFALG00000013678"	"ENSFALT00000014333"	0.0794	0.0134	0.1693
"ENSFALG00000013680"	"ENSFALT00000014335"	0.0477	0.0022	0.0461
"ENSFALG00000013672"	"ENSFALT00000014336"	0.0956	0.003	0.0309
"ENSFALG00000013681"	"ENSFALT00000014337"	0.4609	0.0305	0.0662
"ENSFALG00000013683"	"ENSFALT00000014338"	0.2198	0.0131	0.0598
"ENSFALG00000013684"	"ENSFALT00000014339"	0.1864	0.0159	0.085
"ENSFALG00000013685"	"ENSFALT00000014341"	0.0338	0.0017	0.0498
"ENSFALG00000013687"	"ENSFALT00000014342"	0.3024	0.0201	0.0665
"ENSFALG00000013686"	"ENSFALT00000014343"	0.097	0.0079	0.0817
"ENSFALG00000013688"	"ENSFALT00000014344"	0.0591	0.0055	0.0931
"ENSFALG00000013693"	"ENSFALT00000014349"	0.3724	0.0354	0.0951
"ENSFALG00000013689"	"ENSFALT00000014351"	0.0696	0.0034	0.0494
"ENSFALG00000013679"	"ENSFALT00000014352"	0.0651	0.0066	0.1008
"ENSFALG00000013695"	"ENSFALT00000014353"	0.6954	0.044	0.0633
"ENSFALG00000013698"	"ENSFALT00000014354"	0.1561	0.0139	0.0891
"ENSFALG00000013701"	"ENSFALT00000014357"	0.3504	0.0093	0.0267
"ENSFALG00000013700"	"ENSFALT00000014358"	0.0903	0.0097	0.1069
"ENSFALG00000013697"	"ENSFALT00000014359"	0.1327	0.0188	0.1418
"ENSFALG00000013702"	"ENSFALT00000014360"	0.0284	0.0012	0.0438
"ENSFALG00000013703"	"ENSFALT00000014361"	0.1771	0.0157	0.0888
"ENSFALG00000013706"	"ENSFALT00000014362"	0.0417	0.0043	0.1025
"ENSFALG00000013707"	"ENSFALT00000014363"	0.2012	0.0078	0.0387
"ENSFALG00000013705"	"ENSFALT00000014364"	0.4368	0.0465	0.1065
"ENSFALG00000013709"	"ENSFALT00000014365"	0.1759	0.0083	0.0475
"ENSFALG00000013712"	"ENSFALT00000014367"	0.1383	0.0154	0.111
"ENSFALG00000013704"	"ENSFALT00000014370"	1e-04	0	0.0338
"ENSFALG00000013708"	"ENSFALT00000014371"	0.0277	0.0151	0.5471
"ENSFALG00000013716"	"ENSFALT00000014373"	0.0348	0.0017	0.0494
"ENSFALG00000013717"	"ENSFALT00000014374"	0.1226	0.0501	0.409
"ENSFALG00000013718"	"ENSFALT00000014375"	0.1916	0.0099	0.0517
"ENSFALG00000013713"	"ENSFALT00000014376"	0.1208	0.0089	0.0737
"ENSFALG00000013722"	"ENSFALT00000014379"	1e-04	0	0.1068
"ENSFALG00000013723"	"ENSFALT00000014380"	1e-04	0	0.0227
"ENSFALG00000013725"	"ENSFALT00000014382"	0.1069	0.004	0.0374
"ENSFALG00000013726"	"ENSFALT00000014383"	0.37	0.0129	0.0349
"ENSFALG00000013727"	"ENSFALT00000014384"	0.072	0.0053	0.0731
"ENSFALG00000013721"	"ENSFALT00000014386"	0.1484	0.0198	0.1334
"ENSFALG00000013731"	"ENSFALT00000014388"	0.2508	0.0117	0.0467
"ENSFALG00000013733"	"ENSFALT00000014389"	0.1435	0.0068	0.0472
"ENSFALG00000013732"	"ENSFALT00000014390"	0.3645	0.0142	0.039
"ENSFALG00000013735"	"ENSFALT00000014391"	0.3772	0.0255	0.0676
"ENSFALG00000013730"	"ENSFALT00000014392"	0.0228	0.0017	0.0737
"ENSFALG00000013734"	"ENSFALT00000014394"	0.1252	0.0306	0.2445
"ENSFALG00000013737"	"ENSFALT00000014395"	0.1106	0.0087	0.0789
"ENSFALG00000013738"	"ENSFALT00000014396"	999	0.0037	0
"ENSFALG00000013739"	"ENSFALT00000014397"	0.0487	0.0025	0.0514
"ENSFALG00000013742"	"ENSFALT00000014399"	0.011	0.0031	0.2849
"ENSFALG00000013744"	"ENSFALT00000014400"	0.0882	0.0083	0.0938
"ENSFALG00000013736"	"ENSFALT00000014401"	0.1911	0.021	0.11
"ENSFALG00000013745"	"ENSFALT00000014402"	0.0852	0.0066	0.0772
"ENSFALG00000013746"	"ENSFALT00000014404"	0.0171	0.0012	0.0683
"ENSFALG00000013747"	"ENSFALT00000014405"	1e-04	0	0.0496
"ENSFALG00000013748"	"ENSFALT00000014408"	0.0808	0.0038	0.0473
"ENSFALG00000013750"	"ENSFALT00000014409"	1e-04	0	0.0496
"ENSFALG00000013754"	"ENSFALT00000014411"	0.0155	0.0018	0.1195
"ENSFALG00000013751"	"ENSFALT00000014412"	1e-04	0	0.0361
"ENSFALG00000013755"	"ENSFALT00000014413"	1e-04	0	0.0711
"ENSFALG00000013749"	"ENSFALT00000014414"	0.1503	0.0113	0.0749
"ENSFALG00000013756"	"ENSFALT00000014415"	0.0494	0.0018	0.0364
"ENSFALG00000013758"	"ENSFALT00000014416"	0.7582	0.057	0.0752
"ENSFALG00000013759"	"ENSFALT00000014417"	0.1091	0.002	0.0179
"ENSFALG00000013757"	"ENSFALT00000014418"	1e-04	0	0.1051
"ENSFALG00000013752"	"ENSFALT00000014419"	0.0249	0.001	0.0411
"ENSFALG00000013763"	"ENSFALT00000014420"	0.1161	0.007	0.0603
"ENSFALG00000013761"	"ENSFALT00000014421"	0.0539	0.0065	0.1211
"ENSFALG00000013764"	"ENSFALT00000014422"	0.209	0.0109	0.0523
"ENSFALG00000013767"	"ENSFALT00000014425"	0.0531	0.016	0.3007
"ENSFALG00000013762"	"ENSFALT00000014427"	0.0517	0.0064	0.1244
"ENSFALG00000013770"	"ENSFALT00000014428"	0.0685	0.0044	0.0636
"ENSFALG00000013771"	"ENSFALT00000014430"	999	0.0084	0
"ENSFALG00000013760"	"ENSFALT00000014431"	0.057	0.0028	0.0496
"ENSFALG00000013773"	"ENSFALT00000014433"	0.1222	0.0114	0.0934
