,X2,gene_name,V2
11075,ENSFALG00000011301,PCM1,PCM1
11076,ENSFALG00000011302,ZNF512,ZNF512
11077,ENSFALG00000011303,RPL36AL,RPL36AL
11078,ENSFALG00000011304,SLC29A1,SLC29A1
11079,ENSFALG00000011305,ISL1,ISL1
11080,ENSFALG00000011306,GLA,GLA
11081,ENSFALG00000011307,FGL1,FGL1
11082,ENSFALG00000011309,MTUS1,ENSFALG00000011309
11083,ENSFALG00000011310,CAPN11,CAPN11
11084,ENSFALG00000011312,PDE6H,PDE6H
11085,ENSFALG00000011313,TMEM63B,TMEM63B
11086,ENSFALG00000011314,EML6,EML6
11087,ENSFALG00000011315,MTUS1,ENSFALG00000011315
11088,ENSFALG00000011316,Cotd,ENSFALG00000011316
11089,ENSFALG00000011317,ARHGDIB,ARHGDIB
11090,ENSFALG00000011318,Glod5,GLOD5
11091,ENSFALG00000011319,Gatm,GATM
11092,ENSFALG00000011320,YPEL5,YPEL5
11093,ENSFALG00000011321,SPOCK3,SPOCK3
11094,ENSFALG00000011322,LBH,LBH
11095,ENSFALG00000011323,IRG1,ENSFALG00000011323
11096,ENSFALG00000011324,MRPL14,MRPL14
11097,ENSFALG00000011324,MRPL14,MRPL14
11098,ENSFALG00000011325,PDGFRL,PDGFRL
11099,ENSFALG00000011326,MYH3,ENSFALG00000011326
11100,ENSFALG00000011328,MGP,MGP
11101,ENSFALG00000011329,SERINC1,SERINC1
11102,ENSFALG00000011330,LCLAT1,LCLAT1
11103,ENSFALG00000011331,Gpn1,GPN1
11104,ENSFALG00000011332,DENND6B,DENND6B
11105,ENSFALG00000011333,Yrdc,ENSFALG00000011333
11106,ENSFALG00000011334,ADRA1A,ADRA1A
11107,ENSFALG00000011335,Ckmt1,ENSFALG00000011335
11108,ENSFALG00000011336,BTK,BTK
11109,ENSFALG00000011337,SLC7A2,SLC7A2
11110,ENSFALG00000011338,OSBPL5,OSBPL5
11111,ENSFALG00000011339,HDC,HDC
11112,ENSFALG00000011340,Anxa10,ANXA10
11113,ENSFALG00000011341,VEGFA,VEGFA
11114,ENSFALG00000011343,SUA5,ENSFALG00000011343
11115,ENSFALG00000011345,BGLAP,ENSFALG00000011345
11116,ENSFALG00000011346,CAPN13,CAPN13
11117,ENSFALG00000011348,SPTBN1,SPTBN1
11118,ENSFALG00000011349,LRRTM4,LRRTM4
11119,ENSFALG00000011350,ART4,ART4
11120,ENSFALG00000011351,Gatd3b,ENSFALG00000011351
11121,ENSFALG00000011352,PKIB,PKIB
11122,ENSFALG00000011355,WBP11,ENSFALG00000011355
11123,ENSFALG00000011356,MRPS18A,MRPS18A
11124,ENSFALG00000011358,MTMR7,MTMR7
11125,ENSFALG00000011359,Dvir\GJ25876,ENSFALG00000011359
11126,ENSFALG00000011360,Acyp2,ACYP2
11127,ENSFALG00000011360,ACYP2,ACYP2
11128,ENSFALG00000011361,PALLD,PALLD
11129,ENSFALG00000011362,Cetn2,CETN1
11130,ENSFALG00000011363,PPP6R2,PPP6R2
11131,ENSFALG00000011364,Fabp7,FABP7
11132,ENSFALG00000011365,Rsph9,RSPH9
11133,ENSFALG00000011366,Igf2bp1,IGF2BP1
11134,ENSFALG00000011367,VPS37A,VPS37A
11135,ENSFALG00000011368,H1,ENSFALG00000011368
11136,ENSFALG00000011369,PPIP5K1,PPIP5K1
11137,ENSFALG00000011370,GABPB1,GABPB1
11138,ENSFALG00000011371,PSME4,PSME4
11139,ENSFALG00000011372,H2BC21,ENSFALG00000011372
11140,ENSFALG00000011373,GALNT14,GALNT14
11141,ENSFALG00000011374,CNOT7,CNOT7
11142,ENSFALG00000011375,CBR4,CBR4
11143,ENSFALG00000011378,H101,ENSFALG00000011378
11144,ENSFALG00000011379,PLD5,PLD5
11145,ENSFALG00000011380,SH3RF1,SH3RF1
11146,ENSFALG00000011381,Zdhhc2,ZDHHC2
11147,ENSFALG00000011382,MAP1A,MAP1A
11148,ENSFALG00000011383,ERLEC1,ERLEC1
11149,ENSFALG00000011384,H2BC18,ENSFALG00000011384
11150,ENSFALG00000011385,Ube2z,UBE2Z
11151,ENSFALG00000011386,NSDHL,NSDHL
11152,ENSFALG00000011387,Naa40,NAA40
11153,ENSFALG00000011389,MICU3,MICU3
11154,ENSFALG00000011390,NEK1,NEK1
11155,ENSFALG00000011391,DDX47,DDX47
11156,ENSFALG00000011392,USP8,USP8
11157,ENSFALG00000011393,SMPDL3A,SMPDL3A
11158,ENSFALG00000011394,Cd27,ENSFALG00000011394
11159,ENSFALG00000011396,Snf8,SNF8
11160,ENSFALG00000011397,CHAC2,CHAC2
11161,ENSFALG00000011398,CEP170,CEP170
11162,ENSFALG00000011399,ONECUT3,ONECUT3
11163,ENSFALG00000011400,TIMM8A,TIMM8A
11164,ENSFALG00000011401,CAPN14,CAPN14
11165,ENSFALG00000011402,FGF20,FGF20
11166,ENSFALG00000011403,Gprc5a,ENSFALG00000011403
11167,ENSFALG00000011404,USP50,USP50
11168,ENSFALG00000011405,CLCN3,CLCN3
11169,ENSFALG00000011406,TP53BP1,TP53BP1
11170,ENSFALG00000011408,ASB3,ASB3
11171,ENSFALG00000011409,TCF3,TCF3
11172,ENSFALG00000011410,Cdk5rap3,CDK5RAP3
11173,ENSFALG00000011411,ZNF185,ENSFALG00000011411
11174,ENSFALG00000011412,CLVS2,CLVS2
11175,ENSFALG00000011413,HPF1,HPF1
11176,ENSFALG00000011414,Taf7,TAF7
11177,ENSFALG00000011415,HEBP1,HEBP1
11178,ENSFALG00000011416,TRPM7,TRPM7
11179,ENSFALG00000011417,TUBGCP4,TUBGCP4
11180,ENSFALG00000011418,CARS1,CARS
11181,ENSFALG00000011419,UQCR11,ENSFALG00000011419
11182,ENSFALG00000011420,Sdccag8,ENSFALG00000011420
11183,ENSFALG00000011421,MFAP3L,MFAP3L
11184,ENSFALG00000011422,INCENP,ENSFALG00000011422
11185,ENSFALG00000011422,INCENP,ENSFALG00000011422
11186,ENSFALG00000011423,Trdn,ENSFALG00000011423
11187,ENSFALG00000011424,MBD3,ENSFALG00000011424
11188,ENSFALG00000011425,AADAT,AADAT
11189,ENSFALG00000011426,TUSC3,TUSC3
11190,ENSFALG00000011426,TUSC3,TUSC3
11191,ENSFALG00000011428,Mall,MALL
11192,ENSFALG00000011429,NFE2L1,NFE2L1
11193,ENSFALG00000011430,NKAIN2,NKAIN2
11194,ENSFALG00000011431,NAP1L4,NAP1L4
11195,ENSFALG00000011432,IQGAP1,IQGAP1
11196,ENSFALG00000011433,SLAIL,ENSFALG00000011433
11197,ENSFALG00000011434,SPPL2A,SPPL2A
11198,ENSFALG00000011435,GALNTL6,ENSFALG00000011435
11199,ENSFALG00000011436,RNF217,RNF217
11200,ENSFALG00000011437,Aipl1,ENSFALG00000011437
11201,ENSFALG00000011438,NPHP1,NPHP1
11202,ENSFALG00000011439,Akt3,AKT3
11203,ENSFALG00000011440,Slc22a18,SLC22A18
11204,ENSFALG00000011441,GALNTL6,GALNTL6
11205,ENSFALG00000011442,Vps51,VPS51
11206,ENSFALG00000011443,Tpd52l1,TPD52L1
11207,ENSFALG00000011445,VAMP7,VAMP7
11208,ENSFALG00000011446,SBF1,SBF1
11209,ENSFALG00000011447,FAM234B,FAM234B
11210,ENSFALG00000011447,FAM234B,FAM234B
11211,ENSFALG00000011448,Ehd3,EHD3
11212,ENSFALG00000011449,Snx11,ENSFALG00000011449
11213,ENSFALG00000011450,Hddc2,HDDC2
11214,ENSFALG00000011451,KCNQ1,KCNQ1
11215,ENSFALG00000011452,BUB1,ENSFALG00000011452
11216,ENSFALG00000011453,BET1L,BET1L
11217,ENSFALG00000011454,Cdc42se2b,ENSFALG00000011454
11218,ENSFALG00000011455,RIC8A,RIC8A
11219,ENSFALG00000011456,DRP2,DRP2
11220,ENSFALG00000011457,SQOR,ENSFALG00000011457
11221,ENSFALG00000011458,GALNT7,GALNT7
11222,ENSFALG00000011459,SIRT3,SIRT3
11223,ENSFALG00000011460,UNC13A,ENSFALG00000011460
11224,ENSFALG00000011461,HEY2,HEY2
11225,ENSFALG00000011463,POLR1D,POLR1D
11226,ENSFALG00000011464,GSG1,GSG1
11227,ENSFALG00000011465,PSMD13,PSMD13
11228,ENSFALG00000011466,EMP1,EMP1
11229,ENSFALG00000011467,CENPI,CENPI
11230,ENSFALG00000011468,GRIN2B,GRIN2B
11231,ENSFALG00000011469,NCOA7,NCOA7
11232,ENSFALG00000011470,Ednrb,ENSFALG00000011470
11233,ENSFALG00000011472,TMEM35A,TMEM35A
11234,ENSFALG00000011473,ZBTB18,ZBTB18
11235,ENSFALG00000011474,HMGB2,HMGB2
11236,ENSFALG00000011475,Trmt2b,TRMT2B
11237,ENSFALG00000011476,TRPM5,TRPM5
11238,ENSFALG00000011477,HINT3,HINT3
11239,ENSFALG00000011478,XDH,XDH
11240,ENSFALG00000011479,F8a1,ENSFALG00000011479
11241,ENSFALG00000011480,SLC30A4,SLC30A4
11242,ENSFALG00000011481,SAP30,SAP30
11243,ENSFALG00000011482,Bub1,BUB1
11244,ENSFALG00000011483,ATF7IP,ATF7IP
11245,ENSFALG00000011484,ADSS2,ADSS
11246,ENSFALG00000011485,C15orf48,C15orf48
11247,ENSFALG00000011486,TRMT11,TRMT11
11248,ENSFALG00000011487,AFG2B,SPATA5L1
11249,ENSFALG00000011488,SCRG1,SCRG1
11250,ENSFALG00000011489,DTWD1,DTWD1
11251,ENSFALG00000011490,Hand2,HAND2
11252,ENSFALG00000011491,TMLHE,TMLHE
11253,ENSFALG00000011492,FGF7,FGF7
11254,ENSFALG00000011493,FBXO8,FBXO8
11255,ENSFALG00000011494,GALK2,GALK2
11256,ENSFALG00000011495,PLBD1,PLBD1
11257,ENSFALG00000011496,Dkc1,DKC1
11258,ENSFALG00000011497,COPS2,COPS2
11259,ENSFALG00000011498,Hepacam,ENSFALG00000011498
11260,ENSFALG00000011499,CEP44,CEP44
11261,ENSFALG00000011500,ANAPC1,ANAPC1
11262,ENSFALG00000011502,Tnfsf10,ENSFALG00000011502
11263,ENSFALG00000011503,SECISBP2L,SECISBP2L
11264,ENSFALG00000011504,CENPW,CENPW
11265,ENSFALG00000011505,RSPO3,RSPO3
11266,ENSFALG00000011506,HPGD,HPGD
11267,ENSFALG00000011507,DESI2,DESI2
11268,ENSFALG00000011508,PGGHG,PGGHG
11269,ENSFALG00000011509,SHC4,SHC4
11270,ENSFALG00000011510,Clcn5,CLCN5
11271,ENSFALG00000011511,Echdc1,ECHDC1
11272,ENSFALG00000011512,CEP152,CEP152
11273,ENSFALG00000011513,Rgcc,ENSFALG00000011513
11274,ENSFALG00000011513,Rgcc,ENSFALG00000011513
11275,ENSFALG00000011514,CD81,CD81
11276,ENSFALG00000011515,Soga3,ENSFALG00000011515
11277,ENSFALG00000011516,GLRA3,GLRA3
11278,ENSFALG00000011517,IFITM5,IFITM5
11279,ENSFALG00000011518,DESI2,COX20
11280,ENSFALG00000011519,ARHGAP36,ENSFALG00000011519
11281,ENSFALG00000011520,FBN1,FBN1
11282,ENSFALG00000011521,C6orf58,C6orf58
11283,ENSFALG00000011522,CDC42BPA,CDC42BPA
11284,ENSFALG00000011523,TSPAN32,TSPAN32
11285,ENSFALG00000011524,Ifitm1,ENSFALG00000011524
11286,ENSFALG00000011525,GPM6A,GPM6A
11287,ENSFALG00000011526,THEMIS,THEMIS
11288,ENSFALG00000011527,B4GALNT4,B4GALNT4
11289,ENSFALG00000011528,HNRNPU,HNRNPU
11290,ENSFALG00000011529,ENOX2,ENOX2
11291,ENSFALG00000011530,COQ8A,COQ8A
11292,ENSFALG00000011531,PTPRK,PTPRK
11293,ENSFALG00000011532,MERTK,MERTK
11294,ENSFALG00000011532,MERTK,MERTK
11295,ENSFALG00000011533,NFIC,NFIC
11296,ENSFALG00000011533,NFIC,NFIC
11297,ENSFALG00000011534,PSEN2,PSEN2
11298,ENSFALG00000011535,Eef1g,EEF1G
11299,ENSFALG00000011536,PKP3,PKP3
11300,ENSFALG00000011537,Dctn2,ENSFALG00000011537
11301,ENSFALG00000011538,DUT,DUT
11302,ENSFALG00000011538,DUT,DUT
11303,ENSFALG00000011540,GPR119,GPR119
11304,ENSFALG00000011541,MPP1,MPP1
11305,ENSFALG00000011541,MPP1,MPP1
11306,ENSFALG00000011542,GUCY2C,GUCY2C
11307,ENSFALG00000011542,GUCY2C,GUCY2C
11308,ENSFALG00000011543,WDR17,WDR17
11309,ENSFALG00000011544,TH,TH
11310,ENSFALG00000011545,ITPKB,ITPKB
11311,ENSFALG00000011546,EFCAB2,EFCAB2
11312,ENSFALG00000011547,LAMA2,ENSFALG00000011547
11313,ENSFALG00000011548,Hace1,HACE1
11314,ENSFALG00000011549,SLC12A1,SLC12A1
11315,ENSFALG00000011550,Calr,CALR
11316,ENSFALG00000011551,SLC25A14,SLC25A14
11317,ENSFALG00000011554,SIGIRR,SIGIRR
11318,ENSFALG00000011555,KIF26B,KIF26B
11319,ENSFALG00000011556,Fmod,FMOD
11320,ENSFALG00000011557,TCF4,ENSFALG00000011557
11321,ENSFALG00000011558,Stum,STUM
11322,ENSFALG00000011558,STUM,STUM
11323,ENSFALG00000011560,ANO9,ANO9
11324,ENSFALG00000011562,LAMA2,ENSFALG00000011562
11325,ENSFALG00000011563,Smyd3,SMYD3
11326,ENSFALG00000011564,DOHH,DOHH
11327,ENSFALG00000011565,Myef2,MYEF2
11328,ENSFALG00000011566,Btg2,BTG2
11329,ENSFALG00000011568,PTDSS2,PTDSS2
11330,ENSFALG00000011569,Gzf1,ENSFALG00000011569
11331,ENSFALG00000011570,ASB5,ASB5
11332,ENSFALG00000011572,SLC25A14,ENSFALG00000011572
11333,ENSFALG00000011573,TFB2M,TFB2M
11334,ENSFALG00000011574,LIN28B,LIN28B
11335,ENSFALG00000011576,SYT12,SYT12
11336,ENSFALG00000011577,FZR1,FZR1
11337,ENSFALG00000011578,PARP1,PARP1
11338,ENSFALG00000011579,INS,ENSFALG00000011579
11339,ENSFALG00000011580,TXNL1,TXNL1
11340,ENSFALG00000011581,Rab33a,RAB33A
11341,ENSFALG00000011582,Spc22,SPCS3
11342,ENSFALG00000011583,BVES,BVES
11343,ENSFALG00000011584,SLC24A5,SLC24A5
11344,ENSFALG00000011585,GRAMD2,ENSFALG00000011585
11345,ENSFALG00000011586,LAMA2,ENSFALG00000011586
11346,ENSFALG00000011587,CNST,CNST
11347,ENSFALG00000011588,IFT56,TTC26
11348,ENSFALG00000011589,ZC3H6,ZC3H6
11349,ENSFALG00000011590,VEGFC,VEGFC
11350,ENSFALG00000011591,IGF2,IGF2
11351,ENSFALG00000011592,MARS2,MARS2
11352,ENSFALG00000011594,ANKRD16,ANKRD16
11353,ENSFALG00000011595,F8,F8
11354,ENSFALG00000011596,Ubn2,UBN2
11355,ENSFALG00000011597,MFSD12,MFSD12
11356,ENSFALG00000011598,Mrpl23,ENSFALG00000011598
11357,ENSFALG00000011599,SCCPDH,SCCPDH
11358,ENSFALG00000011600,Fmc1,FMC1
11359,ENSFALG00000011601,LAMA2,ENSFALG00000011601
11360,ENSFALG00000011602,Usp106,ENSFALG00000011602
11361,ENSFALG00000011603,POPDC3,POPDC3
11362,ENSFALG00000011604,Ighmbp2,IGHMBP2
11363,ENSFALG00000011605,NEIL3,NEIL3
11364,ENSFALG00000011606,ARHGAP18,ARHGAP18
11365,ENSFALG00000011607,AIFM1,AIFM1
11366,ENSFALG00000011608,PREP,PREP
11367,ENSFALG00000011609,HMG20B,HMG20B
11368,ENSFALG00000011610,Cygb1,ENSFALG00000011610
11369,ENSFALG00000011611,Chia,ENSFALG00000011611
11370,ENSFALG00000011613,Napb,NAPB
11371,ENSFALG00000011614,AGA,AGA
11372,ENSFALG00000011615,Tmem244,TMEM244
11373,ENSFALG00000011616,TNNT3,TNNT3
11374,ENSFALG00000011617,SEMA6D,SEMA6D
11375,ENSFALG00000011618,LIN9,LIN9
11376,ENSFALG00000011619,Gipc3,GIPC3
11377,ENSFALG00000011620,GDI2,GDI2
11378,ENSFALG00000011621,Poldip3,POLDIP3
11379,ENSFALG00000011622,L3MBTL3,L3MBTL3
11380,ENSFALG00000011623,WDR7,WDR7
11381,ENSFALG00000011624,PRDM1,PRDM1
11382,ENSFALG00000011625,AHCTF1,AHCTF1
11383,ENSFALG00000011626,ACBD3,ACBD3
11384,ENSFALG00000011627,TBXA2R,TBXA2R
11385,ENSFALG00000011628,SAMD3,SAMD3
11386,ENSFALG00000011629,CACTIN,CACTIN
11387,ENSFALG00000011629,Cactin,CACTIN
11388,ENSFALG00000011630,TENM3,TENM3
11389,ENSFALG00000011631,ATG5,ATG5
11390,ENSFALG00000011632,Crybg1,ENSFALG00000011632
11391,ENSFALG00000011633,PIP5K1C,PIP5K1C
11392,ENSFALG00000011634,DCTD,DCTD
11393,ENSFALG00000011635,RRP7A,RRP7A
11394,ENSFALG00000011636,GZF1,ENSFALG00000011636
11395,ENSFALG00000011637,His3.3A,ENSFALG00000011637
11396,ENSFALG00000011638,WWC2,WWC2
11397,ENSFALG00000011639,SERHL2,SERHL2
11398,ENSFALG00000011640,TJP3,TJP3
11399,ENSFALG00000011641,CRYBG1,ENSFALG00000011641
11400,ENSFALG00000011642,Bcorl1,BCORL1
11401,ENSFALG00000011643,CDKN2AIP,CDKN2AIP
11402,ENSFALG00000011644,Sde2,SDE2
11403,ENSFALG00000011645,Cd93,CD93
11404,ENSFALG00000011646,RWDD4,RWDD4
11405,ENSFALG00000011647,PRR33,ENSFALG00000011647
11406,ENSFALG00000011648,NFAM1,NFAM1
11407,ENSFALG00000011649,Srd5a2,SRD5A2
11408,ENSFALG00000011650,Epb41l2,EPB41L2
11409,ENSFALG00000011651,TCF20,TCF20
11410,ENSFALG00000011652,Thbd,ENSFALG00000011652
11411,ENSFALG00000011653,MEMO1,MEMO1
11412,ENSFALG00000011654,Apba3,APBA3
11413,ENSFALG00000011654,Apba1,APBA3
11414,ENSFALG00000011655,LSP1,LSP1
11415,ENSFALG00000011656,Sstr4,SSTR4
11416,ENSFALG00000011658,Dpy30,DPY30
11417,ENSFALG00000011659,LEFTY1,ENSFALG00000011659
11418,ENSFALG00000011660,Mrpl54,MRPL54
11419,ENSFALG00000011661,FUNDC2,FUNDC2
11420,ENSFALG00000011662,CSNK1D,CSNK1D
11421,ENSFALG00000011663,Foxa2,FOXA2
11422,ENSFALG00000011664,Rtn4ip1,RTN4IP1
11423,ENSFALG00000011665,Utp14a,ENSFALG00000011665
11424,ENSFALG00000011666,TASOR2,ENSFALG00000011666
11425,ENSFALG00000011666,TASOR2,ENSFALG00000011666
11426,ENSFALG00000011667,TRAPPC11,TRAPPC11
11427,ENSFALG00000011668,ST8SIA3,ST8SIA3
11428,ENSFALG00000011669,DMXL2,DMXL2
11429,ENSFALG00000011670,CMC4,CMC4
11430,ENSFALG00000011671,SLC16A3,SLC16A3
11431,ENSFALG00000011672,TMEM63A,TMEM63A
11432,ENSFALG00000011673,SPAST,SPAST
11433,ENSFALG00000011674,Fam208b,ENSFALG00000011674
11434,ENSFALG00000011675,CYP2D6,ENSFALG00000011675
11435,ENSFALG00000011676,Tnni2,TNNI2
11436,ENSFALG00000011677,MRPL21,MRPL21
11437,ENSFALG00000011678,ONECUT2,ONECUT2
11438,ENSFALG00000011679,GLDN,GLDN
11439,ENSFALG00000011680,Mtcp1,ENSFALG00000011680
11440,ENSFALG00000011681,MALT1,ENSFALG00000011681
11441,ENSFALG00000011681,MALT1,ENSFALG00000011681
11442,ENSFALG00000011682,QRSL1,QRSL1
11443,ENSFALG00000011683,EPHX1,EPHX1
11444,ENSFALG00000011684,ASB13,ASB13
11445,ENSFALG00000011686,BRCC3,BRCC3
11446,ENSFALG00000011687,CCDC57,ENSFALG00000011687
11447,ENSFALG00000011688,MTRES1,MTRES1
11448,ENSFALG00000011689,Srp9,SRP9
11449,ENSFALG00000011690,FECH,FECH
11450,ENSFALG00000011691,NET1,NET1
11451,ENSFALG00000011692,GCNA,ENSFALG00000011692
11452,ENSFALG00000011694,FASN,FASN
11453,ENSFALG00000011695,BEND3,BEND3
11454,ENSFALG00000011696,CYP19A1,CYP19A1
11455,ENSFALG00000011697,AKAP7,AKAP7
11456,ENSFALG00000011698,NARS1,NARS
11457,ENSFALG00000011699,OGT,OGT
11458,ENSFALG00000011700,TUBAL3,ENSFALG00000011700
11459,ENSFALG00000011701,ENAH,ENAH
11460,ENSFALG00000011702,PDSS2,PDSS2
11461,ENSFALG00000011703,SYT8,SYT8
11462,ENSFALG00000011704,RAX2,ENSFALG00000011704
11463,ENSFALG00000011705,Sp15,ENSFALG00000011705
11464,ENSFALG00000011706,ZDHHC9,ZDHHC9
11465,ENSFALG00000011707,DUS1L,DUS1L
11466,ENSFALG00000011708,STOX2,STOX2
11467,ENSFALG00000011710,ATP8B1,ATP8B1
11468,ENSFALG00000011711,AKAP7,ENSFALG00000011711
11469,ENSFALG00000011712,SOBP,SOBP
11470,ENSFALG00000011713,Nt5c1a,ENSFALG00000011713
11471,ENSFALG00000011715,ENPP6,ENPP6
11472,ENSFALG00000011716,GPS1,GPS1
11473,ENSFALG00000011717,MED23,MED23
11474,ENSFALG00000011718,Slc30a6,SLC30A6
11475,ENSFALG00000011718,Slc30a6,SLC30A6
11476,ENSFALG00000011719,DNAJC17,DNAJC17
11477,ENSFALG00000011720,MATK,MATK
11478,ENSFALG00000011721,NEDD4L,NEDD4L
11479,ENSFALG00000011722,CTSD,ENSFALG00000011722
11480,ENSFALG00000011723,TAF1,ENSFALG00000011723
11481,ENSFALG00000011725,ELAVL1,ELAVL1
11482,ENSFALG00000011726,Ndufa6,NDUFA6
11483,ENSFALG00000011727,IRF2,IRF2
11484,ENSFALG00000011728,TNFAIP8L3,TNFAIP8L3
11485,ENSFALG00000011729,SCML4,SCML4
11486,ENSFALG00000011730,IFITM10,IFITM10
11487,ENSFALG00000011731,SASH3,SASH3
11488,ENSFALG00000011732,ENPP3,ENPP3
11489,ENSFALG00000011733,SMDT1,SMDT1
11490,ENSFALG00000011734,Rfng,RFNG
11491,ENSFALG00000011735,Col7a1,ENSFALG00000011735
11492,ENSFALG00000011736,AP4E1,AP4E1
11493,ENSFALG00000011737,Gchfr,GCHFR
11494,ENSFALG00000011738,LBR,LBR
11495,ENSFALG00000011738,LBR,LBR
11496,ENSFALG00000011739,SEC63,SEC63
11497,ENSFALG00000011741,QPCT,QPCT
11498,ENSFALG00000011742,Dusp8,DUSP8
11499,ENSFALG00000011743,Scg3,SCG3
11500,ENSFALG00000011744,PRKD3,PRKD3
11501,ENSFALG00000011745,CASP3,CASP3
11502,ENSFALG00000011746,Ostm1,OSTM1
11503,ENSFALG00000011747,NAGA,NAGA
11504,ENSFALG00000011748,LYSMD2,LYSMD2
11505,ENSFALG00000011749,NDUFAF7,NDUFAF7
11506,ENSFALG00000011750,RMDN3,RMDN3
11507,ENSFALG00000011751,MOB2,MOB2
11508,ENSFALG00000011752,XPNPEP2,XPNPEP2
11509,ENSFALG00000011753,ENPP1,ENPP1
11510,ENSFALG00000011754,Pram1,ENSFALG00000011754
11511,ENSFALG00000011755,NR2E1,NR2E1
11512,ENSFALG00000011756,CNIH3,CNIH3
11513,ENSFALG00000011757,Rac3,RAC3
11514,ENSFALG00000011758,CEBPZ,CEBPZ
11515,ENSFALG00000011759,CCN2,CCN2
11516,ENSFALG00000011760,PRAM1,ENSFALG00000011760
11517,ENSFALG00000011761,ITGB1BP2,ITGB1BP2
11518,ENSFALG00000011762,Pole4,POLE4
11519,ENSFALG00000011763,Tmod2,TMOD2
11520,ENSFALG00000011764,PRIMPOL,PRIMPOL
11521,ENSFALG00000011765,NONO,NONO
11522,ENSFALG00000011766,SREBF2,ENSFALG00000011766
11523,ENSFALG00000011767,Der,DCXR
11524,ENSFALG00000011768,GIF,ENSFALG00000011768
11525,ENSFALG00000011769,Wdr26,WDR26
11526,ENSFALG00000011770,ZMYM3,ZMYM3
11527,ENSFALG00000011771,Bmp2b,ENSFALG00000011771
11528,ENSFALG00000011773,SEPTIN3,SEPTIN3
11529,ENSFALG00000011774,CENPU,CENPU
11530,ENSFALG00000011775,Snx3,SNX3
11531,ENSFALG00000011776,BRSK2,BRSK2
11532,ENSFALG00000011777,Cebpzos,ENSFALG00000011777
11533,ENSFALG00000011778,LRRC45,LRRC45
11534,ENSFALG00000011779,MOXD1,MOXD1
11535,ENSFALG00000011779,MOXD1,MOXD1
11536,ENSFALG00000011780,AFG1L,AFG1L
11537,ENSFALG00000011781,Slc35b4,SLC35B4
11538,ENSFALG00000011782,CENPM,CENPM
11539,ENSFALG00000011785,Crim1,CRIM1
11540,ENSFALG00000011786,OCRL,OCRL
11541,ENSFALG00000011788,FEN1,FEN1
11542,ENSFALG00000011789,FOXO3,ENSFALG00000011789
11543,ENSFALG00000011790,Cnih4,CNIH4
11544,ENSFALG00000011791,Tmem258,TMEM258
11545,ENSFALG00000011792,NLGN3,NLGN3
11546,ENSFALG00000011793,Tnfrsf13c,ENSFALG00000011793
11547,ENSFALG00000011794,NDUFA7,ENSFALG00000011794
11548,ENSFALG00000011795,Fez2,FEZ2
11549,ENSFALG00000011796,ACSL1,ACSL1
11550,ENSFALG00000011797,ERCC6L,ERCC6L
11551,ENSFALG00000011798,NVL,NVL
11552,ENSFALG00000011799,MED12,ENSFALG00000011799
11553,ENSFALG00000011800,ARMC2,ARMC2
11554,ENSFALG00000011801,STX7,STX7
11555,ENSFALG00000011802,Shisa8,ENSFALG00000011802
11556,ENSFALG00000011803,VIT,ENSFALG00000011803
11557,ENSFALG00000011804,LRGUK,LRGUK
11558,ENSFALG00000011805,ANGPTL4,ANGPTL4
11559,ENSFALG00000011806,MYRF,MYRF
11560,ENSFALG00000011807,TMOD3,TMOD3
11561,ENSFALG00000011808,DEGS1,DEGS1
11562,ENSFALG00000011809,MED12,ENSFALG00000011809
11563,ENSFALG00000011810,TAAR2,TAAR1
11564,ENSFALG00000011811,SREBF2,SREBF2
11565,ENSFALG00000011812,CENPX,ENSFALG00000011812
11566,ENSFALG00000011812,CENPX,ENSFALG00000011812
11567,ENSFALG00000011813,SESN1,SESN1
11568,ENSFALG00000011814,Pin4,PIN4
11569,ENSFALG00000011814,PIN4,PIN4
11570,ENSFALG00000011815,Fbxo28,FBXO28
11571,ENSFALG00000011816,KANK3,KANK3
11572,ENSFALG00000011817,Vnn2,ENSFALG00000011817
11573,ENSFALG00000011818,Cep57l1,CEP57L1
11574,ENSFALG00000011819,Ccdc134,ENSFALG00000011819
11575,ENSFALG00000011820,ASPSCR1,ASPSCR1
11576,ENSFALG00000011821,GRINA,GRINA
11577,ENSFALG00000011822,IL2RG,ENSFALG00000011822
11578,ENSFALG00000011824,TOLLIP,TOLLIP
11579,ENSFALG00000011824,TOLLIP,TOLLIP
11580,ENSFALG00000011825,HELT,HELT
11581,ENSFALG00000011828,RAB11B,ENSFALG00000011828
11582,ENSFALG00000011830,SLC18B1,SLC18B1
11583,ENSFALG00000011831,Ccdc134,ENSFALG00000011831
11584,ENSFALG00000011832,RHOBTB3,RHOBTB3
11585,ENSFALG00000011833,NOTUM,NOTUM
11586,ENSFALG00000011834,Ccdc124a,ENSFALG00000011834
11587,ENSFALG00000011834,Ccdc124a,ENSFALG00000011834
11588,ENSFALG00000011835,VIT,VIT
11589,ENSFALG00000011835,VIT,VIT
11590,ENSFALG00000011836,SLC25A4,SLC25A4
11591,ENSFALG00000011837,CD164,CD164
11592,ENSFALG00000011838,Tp53bp2,TP53BP2
11593,ENSFALG00000011839,MID2,MID2
11594,ENSFALG00000011840,SESN3,ENSFALG00000011840
11595,ENSFALG00000011842,RPS12,ENSFALG00000011842
11596,ENSFALG00000011843,MARCHF2,MARCH2
11597,ENSFALG00000011844,LEO1,LEO1
